ram,battery_power,px_width,px_height,mobile_wt,int_memory,talk_time
0.17961644644560049,-0.9822679491224191,-0.977838290836158,-0.9018147129852299,-0.37436278775597837,0.27305283103008604,-1.2834573406497911
0.8795034145297689,-0.3949811216200428,-0.7487200909292205,-1.030288621630291,-1.448088045113302,-0.9947810467718684,1.279429946341662
-1.7162565527389189,-0.15369273512681839,-1.1490983594534647,-0.8950529283197004,0.7558743252517308,-0.7191649863801393,-0.5512038300808045
0.4212111574311764,-1.4329764446474986,0.0034356158359783286,-1.3232992904699041,-0.6569220660079056,0.658915315578507,0.7302398134149221
-0.15326786907269305,-0.10361401340180955,1.5100613546179613,1.7961373685610533,0.5015709748249962,-0.6640417743017933,-1.6495840959342845
-1.4147242226157002,0.4062784259800986,0.9199084154637283,-0.3405865857462787,-0.7416898494834838,1.3203938605186571,-0.9173305853652978
-0.4953733567660085,0.4950543417653416,-0.3413988466502205,0.40095579924012664,-0.9959931999102184,-1.3806435313202894,1.6455567016261552
-0.16341115846521723,1.1460777241904565,0.5033298701783874,1.1019274762333549,-1.1372728390361821,0.9345313759702363,-0.9173305853652978
-0.3589000085756832,-1.2827402794724723,-1.1444697089502944,-1.0212729087429182,0.10598798527229807,1.5408867088320406,0.3641130581304287
-1.5576523913285407,-1.3578583620599853,1.2115133971634668,0.54520720543809,-1.5328558285888803,0.3281760431084319,-1.6495840959342845
-0.14681304855017765,-0.36766545522458344,0.12146620366682491,0.5677464876565218,0.95366582002808,0.7140385276568528,-0.9173305853652978
-1.1463881123225603,1.0163283088120245,0.4107568601149783,-1.183555740715627,-0.09180350950405104,-0.8845346226151768,1.0963665686994153
1.4558266754686426,0.2992920659312161,1.2300279991761487,1.6834409574688944,0.5015709748249962,-1.4357667433986352,-0.002013697154064573
-0.7378901849690866,1.1711170850529609,1.5609765101528361,2.1297187453938435,-0.17657129297962923,-0.05768644143998903,1.0963665686994153
0.5014353553538676,-0.39953373268595266,-1.549476627977709,-1.0009875547463296,-1.5328558285888803,-0.2781792897533724,1.4624933239839086
-0.3616663602281898,-0.48148073187233076,-1.243985694768459,-1.1114300376166455,-1.0807609833857965,1.706256345067078,0.3641130581304287
